Trade_ID,Price,Quantity,Trade_Date
334,95.01,25,2023-03-26
335,101.72,86,2023-03-16
336,101.54,65,2023-01-22
337,103.39,95,2023-01-21
338,100.34,27,2023-03-29
339,102.89,35,2023-03-02
340,95.29,92,2023-01-25
341,95.39,17,2023-01-12
342,98.49,57,2023-03-06
343,100.41,79,2023-02-12
344,96.08,93,2023-01-24
345,99.89,17,2023-01-30
346,103.29,65,2023-03-12
347,98.91,86,2023-03-20
348,100.33,4,2023-02-19
349,95.8,16,2023-01-21
350,104.65,54,2023-02-08
351,101.85,74,2023-01-11
352,101.01,83,2023-02-10
353,97.36,52,2023-03-04
354,95.8,52,2023-03-31
355,96.62,20,2023-03-27
356,97.91,69,2023-04-01
357,98.94,66,2023-03-09
358,96.32,44,2023-03-02
359,96.84,99,2023-01-10
360,104.62,79,2023-01-29
361,97.59,64,2023-03-10
362,104.14,8,2023-03-29
363,95.59,96,2023-03-10
364,103.57,84,2023-02-03
365,101.15,73,2023-03-03
366,104.83,47,2023-01-28
367,95.5,99,2023-03-09
368,97.85,46,2023-03-03
369,101.26,57,2023-02-19
370,95.91,85,2023-02-27
371,100.93,60,2023-02-11
372,95.04,9,2023-02-12
373,101.91,19,2023-03-13
374,95.59,69,2023-02-25
375,96.36,18,2023-03-30
376,104.53,51,2023-03-14
377,103.77,22,2023-01-20
378,99.98,95,2023-01-24
379,97.36,67,2023-01-24
380,100.74,82,2023-01-24
381,97.66,31,2023-03-13
382,102.67,45,2023-03-22
383,100.81,97,2023-01-16
384,100.83,20,2023-03-23
385,97.05,38,2023-01-06
386,102.28,42,2023-03-07
387,101.69,41,2023-02-20
388,99.07,43,2023-01-22
389,97.8,13,2023-01-26
390,103.84,27,2023-02-24
391,98.39,86,2023-01-12
392,102.63,1,2023-02-20
393,103.41,73,2023-02-23
394,98.11,32,2023-01-18
395,97.88,89,2023-02-08
396,104.97,86,2023-02-06
397,102.08,55,2023-03-17
398,99.58,52,2023-01-22
399,98.65,56,2023-03-15
400,97.37,12,2023-03-04
401,98.61,15,2023-03-17
402,101.66,43,2023-02-22
403,99.16,65,2023-02-09
404,96.25,17,2023-03-04
405,98.65,69,2023-02-22
406,104.07,58,2023-01-06
407,103.36,7,2023-01-06
408,103.01,84,2023-01-12
409,97.48,57,2023-03-02
410,97.34,4,2023-02-04
411,103.61,36,2023-02-23
412,96.49,71,2023-04-01
413,103.7,20,2023-01-27
414,97.62,73,2023-02-14
415,97.85,77,2023-03-08
416,102.1,92,2023-03-13
417,102.51,33,2023-01-22
418,101.88,9,2023-02-14
419,96.76,3,2023-02-22
420,99.38,31,2023-03-30
421,103.72,23,2023-02-03
422,103.12,51,2023-01-08
423,97.92,3,2023-03-23
424,95.34,86,2023-03-04
425,100.7,8,2023-01-23
426,99.02,28,2023-01-06
427,101.68,42,2023-01-07
428,102.86,94,2023-02-20
429,101.7,34,2023-02-22
430,102.79,97,2023-03-26
431,97.82,85,2023-02-02
432,96.41,23,2023-02-04
433,96.33,28,2023-02-14
434,104.31,39,2023-01-07
435,103.99,81,2023-02-16
436,101.17,6,2023-02-04
437,97.03,18,2023-02-07
438,97.56,94,2023-03-29
439,99.06,1,2023-01-19
440,104.0,44,2023-01-09
441,96.26,66,2023-01-21
442,104.95,17,2023-04-01
443,96.62,12,2023-02-11
444,100.11,12,2023-03-24
445,95.73,54,2023-03-07
446,96.29,71,2023-02-19
447,102.3,46,2023-02-07
448,98.74,15,2023-01-24
449,99.87,97,2023-02-11
450,96.34,33,2023-02-04
451,104.25,73,2023-03-30
452,97.72,93,2023-01-14
453,100.55,18,2023-01-30
454,99.67,72,2023-02-26
455,100.27,89,2023-01-03
456,100.74,1,2023-02-19
457,96.46,60,2023-03-07
458,95.07,15,2023-02-22
459,104.29,13,2023-02-11
460,96.43,47,2023-03-10
461,95.1,54,2023-02-01
462,100.32,93,2023-03-20
463,95.29,94,2023-03-27
464,95.43,49,2023-03-13
465,103.32,45,2023-02-11
466,96.28,22,2023-03-15
467,98.06,77,2023-01-16
468,102.06,50,2023-01-28
469,97.63,66,2023-02-02
470,103.87,39,2023-01-25
471,103.69,5,2023-03-20
472,97.55,61,2023-03-31
473,96.58,59,2023-01-11
474,96.59,37,2023-03-11
475,99.43,87,2023-03-09
476,97.3,19,2023-01-18
477,103.65,44,2023-03-30
478,100.31,13,2023-03-21
479,96.54,43,2023-01-17
480,96.77,41,2023-02-23
481,101.81,83,2023-03-09
482,101.37,15,2023-03-10
483,101.85,3,2023-03-10
484,103.22,15,2023-01-10
485,98.64,37,2023-02-11
486,98.74,49,2023-02-18
487,100.93,33,2023-02-23
488,97.27,31,2023-01-17
489,103.17,85,2023-03-22
490,96.02,74,2023-01-21
491,99.75,81,2023-02-08
492,100.79,87,2023-03-28
493,100.0,96,2023-02-20
494,100.81,44,2023-03-28
495,103.68,51,2023-03-28
496,103.53,60,2023-02-21
497,98.5,50,2023-03-05
498,101.87,83,2023-03-30
499,95.47,62,2023-01-09
500,100.7,37,2023-02-27
501,98.17,28,2023-03-01
502,98.03,96,2023-02-04
503,100.64,54,2023-03-19
504,97.65,26,2023-02-21
505,103.98,32,2023-01-29
506,104.88,63,2023-01-17
507,104.21,20,2023-01-21
508,102.92,15,2023-03-12
509,95.55,51,2023-02-01
510,100.8,51,2023-03-10
511,103.35,79,2023-03-08
512,101.96,62,2023-01-10
513,101.84,20,2023-01-09
514,103.6,52,2023-01-26
515,99.61,68,2023-04-01
516,98.46,4,2023-01-19
517,99.43,57,2023-01-05
518,100.73,75,2023-02-25
519,98.2,1,2023-02-22
520,95.39,77,2023-03-05
521,96.84,5,2023-01-29
522,103.14,4,2023-01-25
523,96.37,3,2023-03-28
524,99.94,93,2023-01-21
525,102.48,2,2023-03-27
526,96.49,75,2023-02-18
527,98.08,18,2023-02-14
528,96.68,66,2023-02-15
529,102.35,49,2023-03-11
530,99.92,4,2023-01-14
531,102.05,96,2023-04-01
532,104.36,47,2023-02-21
533,95.61,3,2023-01-19
534,97.36,19,2023-01-07
535,97.46,88,2023-01-08
536,97.09,61,2023-03-13
537,98.93,97,2023-01-11
538,99.38,60,2023-02-04
539,95.36,47,2023-03-30
540,99.97,67,2023-01-29
541,98.08,50,2023-03-31
542,96.66,48,2023-03-04
543,99.59,37,2023-03-21
544,97.92,92,2023-01-28
545,100.42,98,2023-01-13
546,95.15,39,2023-03-07
547,97.21,64,2023-02-16
548,103.42,97,2023-02-16
549,104.03,36,2023-03-26
550,95.11,44,2023-03-27
551,101.73,51,2023-03-13
552,99.17,49,2023-01-25
553,102.1,2,2023-01-26
554,103.42,98,2023-02-16
555,101.79,88,2023-03-24
556,95.0,51,2023-02-06
557,103.57,97,2023-03-07
558,103.75,26,2023-03-08
559,95.03,7,2023-01-31
560,97.42,53,2023-01-26
561,100.65,19,2023-01-09
562,98.18,79,2023-01-05
563,100.36,87,2023-03-10
564,96.67,62,2023-03-23
565,102.96,22,2023-01-02
566,100.5,84,2023-02-27
567,101.13,11,2023-02-13
568,102.51,98,2023-01-13
569,101.01,21,2023-01-23
570,97.98,41,2023-03-19
571,101.26,55,2023-03-27
572,97.15,76,2023-02-11
573,103.53,91,2023-01-28
574,98.05,55,2023-03-16
575,96.64,15,2023-02-02
576,100.64,52,2023-01-09
577,97.82,53,2023-01-30
578,102.19,24,2023-02-22
579,97.47,85,2023-02-10
580,95.19,13,2023-03-26
581,102.37,10,2023-02-20
582,95.27,33,2023-02-26
583,102.78,74,2023-03-07
584,102.69,33,2023-02-13
585,97.14,78,2023-02-23
586,102.45,61,2023-02-08
587,99.96,48,2023-03-14
588,96.83,44,2023-03-18
589,101.64,56,2023-01-19
590,97.43,72,2023-03-08
591,104.99,98,2023-03-13
592,97.53,12,2023-01-07
593,100.94,57,2023-02-28
594,97.57,95,2023-02-13
595,96.67,82,2023-03-24
596,98.11,10,2023-03-03
597,97.2,52,2023-01-04
598,104.64,45,2023-01-12
599,103.34,99,2023-01-17
600,96.69,63,2023-03-21
601,97.47,67,2023-02-04
602,100.82,10,2023-02-16
603,99.35,21,2023-02-09
604,100.91,57,2023-02-28
605,96.22,48,2023-02-10
606,99.74,49,2023-01-07
607,99.9,85,2023-03-18
608,104.16,37,2023-02-01
609,98.3,70,2023-01-06
610,102.87,79,2023-02-22
611,100.8,34,2023-01-04
612,98.41,23,2023-02-10
613,98.84,40,2023-02-14
614,96.55,49,2023-01-02
615,102.6,39,2023-03-02
616,101.98,11,2023-03-04
617,101.46,3,2023-02-12
618,95.99,43,2023-01-16
619,103.57,28,2023-02-10
620,98.12,90,2023-02-04
621,96.78,75,2023-03-25
622,95.83,10,2023-03-03
623,104.57,64,2023-01-10
624,101.77,31,2023-03-20
625,99.61,82,2023-02-02
626,102.8,40,2023-01-10
627,101.08,6,2023-01-28
628,100.11,63,2023-03-13
629,98.74,75,2023-03-07
630,104.51,41,2023-01-12
631,103.46,91,2023-01-10
632,104.88,29,2023-02-28
633,97.73,99,2023-02-25
634,98.2,85,2023-03-09
635,104.89,16,2023-03-19
636,97.17,73,2023-03-01
637,101.72,68,2023-01-21
638,98.4,42,2023-03-19
639,99.96,17,2023-01-23
640,100.82,84,2023-03-15
641,97.4,52,2023-02-16
642,101.19,39,2023-02-24
643,96.83,15,2023-01-01
644,97.79,30,2023-01-11
645,101.92,1,2023-03-02
646,103.72,88,2023-02-08
647,101.89,57,2023-03-02
648,102.82,87,2023-02-10
649,103.75,21,2023-01-23
650,99.02,11,2023-02-07
651,104.82,2,2023-03-16
652,103.04,41,2023-02-12
653,95.37,43,2023-01-15
654,99.1,36,2023-02-27
655,102.94,46,2023-03-15
656,98.15,15,2023-03-01
657,98.4,14,2023-01-07
658,102.53,8,2023-03-24
659,96.45,44,2023-02-27
660,98.81,68,2023-02-02
661,96.6,72,2023-01-14
662,99.75,23,2023-01-13
663,101.37,82,2023-02-11
664,96.72,64,2023-01-10
665,99.67,31,2023-03-06
666,100.31,24,2023-02-17
667,99.7,52,2023-01-16
668,97.74,71,2023-03-05
669,96.48,53,2023-02-23
670,103.36,1,2023-01-01
671,98.93,55,2023-02-18
672,101.66,45,2023-03-01
673,101.79,93,2023-03-28
674,103.14,11,2023-01-01
675,99.76,17,2023-01-08
676,104.28,78,2023-03-18
677,103.12,97,2023-02-07
678,95.25,67,2023-01-06
679,103.67,53,2023-02-09
680,100.24,42,2023-02-28
681,98.09,50,2023-03-24
682,99.86,32,2023-01-13
683,101.86,59,2023-02-11
684,98.24,95,2023-03-01
685,100.97,17,2023-02-18
686,100.22,42,2023-02-27
687,96.45,49,2023-03-11
688,103.81,34,2023-01-25
689,96.0,9,2023-01-20
690,103.06,88,2023-03-09
691,97.75,74,2023-01-14
692,100.61,85,2023-03-26
693,99.32,71,2023-02-06
694,103.5,18,2023-01-19
695,101.89,74,2023-03-29
696,100.81,70,2023-03-14
697,101.83,62,2023-03-17
698,97.71,56,2023-03-16
699,97.61,3,2023-03-11
700,104.03,94,2023-02-15
701,104.82,42,2023-02-24
702,99.47,39,2023-03-09
703,101.78,47,2023-01-07
704,99.22,80,2023-03-07
705,101.73,78,2023-03-04
706,100.59,79,2023-02-10
707,98.33,74,2023-03-22
708,102.05,58,2023-02-15
709,104.31,79,2023-02-05
710,98.09,78,2023-02-17
711,99.3,7,2023-02-04
712,102.73,64,2023-02-20
713,100.69,28,2023-02-26
714,95.5,82,2023-03-31
715,100.02,81,2023-02-27
716,103.53,65,2023-02-25
717,104.26,35,2023-03-04
718,103.99,61,2023-01-03
719,97.4,38,2023-03-19
720,104.36,62,2023-03-01
721,100.21,42,2023-01-12
722,97.88,88,2023-01-30
723,100.27,15,2023-03-07
724,101.53,53,2023-01-02
725,97.57,81,2023-03-21
726,98.13,50,2023-02-10
727,97.26,56,2023-01-16
728,100.11,20,2023-02-22
729,98.6,58,2023-03-18
730,101.23,2,2023-03-28
731,100.93,92,2023-01-18
732,96.22,14,2023-03-15
733,95.57,96,2023-02-08
734,104.09,11,2023-02-02
735,98.01,96,2023-01-18
736,104.39,91,2023-02-18
737,95.9,91,2023-03-06
738,98.19,37,2023-03-15
739,102.54,94,2023-01-09
740,95.0,24,2023-03-29
741,98.06,82,2023-02-28
742,104.61,77,2023-03-19
743,104.14,9,2023-01-22
744,100.5,8,2023-01-28
745,95.85,69,2023-03-20
746,104.57,9,2023-03-02
747,104.69,29,2023-03-28
748,100.03,69,2023-01-17
749,104.73,35,2023-02-28
750,96.16,16,2023-02-14
751,104.06,6,2023-01-07
752,103.35,70,2023-01-23
753,104.39,22,2023-02-24
754,100.23,31,2023-01-19
755,103.4,49,2023-03-21
756,102.7,96,2023-03-08
757,95.74,3,2023-02-18
758,98.14,18,2023-02-04
759,95.27,12,2023-03-21
760,98.71,12,2023-01-06
761,101.9,50,2023-03-04
762,103.05,37,2023-03-17
763,100.21,43,2023-02-14
764,95.16,35,2023-01-17
765,98.1,13,2023-03-31
766,100.98,11,2023-01-31
767,102.74,63,2023-03-22
768,100.51,28,2023-01-17
769,99.44,94,2023-02-27
770,98.97,81,2023-02-05
771,96.83,11,2023-03-22
772,100.84,83,2023-03-31
773,96.09,70,2023-02-04
774,101.18,98,2023-03-18
775,98.84,19,2023-02-03
776,97.05,42,2023-03-24
777,99.26,22,2023-03-23
778,102.72,11,2023-01-09
779,102.34,98,2023-03-26
780,102.76,50,2023-02-14
781,99.56,32,2023-03-25
782,103.32,35,2023-03-04
783,98.38,98,2023-01-01
784,96.92,13,2023-03-09
785,103.44,99,2023-04-01
786,97.5,45,2023-01-29
787,103.87,63,2023-04-01
788,96.02,77,2023-02-27
789,96.3,60,2023-03-01
790,102.63,87,2023-02-03
791,101.23,10,2023-01-17
792,101.52,33,2023-02-27
793,98.48,5,2023-03-11
794,99.17,67,2023-04-01
795,101.97,79,2023-03-26
796,100.41,5,2023-01-23
797,104.13,65,2023-01-07
798,97.32,68,2023-03-12
799,99.62,60,2023-03-07
800,99.39,87,2023-02-05
801,96.82,80,2023-02-12
802,97.98,40,2023-02-20
803,96.03,30,2023-03-27
804,102.55,82,2023-01-15
805,100.05,63,2023-02-02
806,97.93,41,2023-01-31
807,98.33,96,2023-03-31
808,98.3,21,2023-02-02
809,101.5,18,2023-02-21
810,95.12,20,2023-01-22
811,100.7,95,2023-03-31
812,102.3,48,2023-03-18
813,99.63,81,2023-03-05
814,95.81,45,2023-02-18
815,101.94,86,2023-01-08
816,101.86,46,2023-02-09
817,100.33,24,2023-03-25
818,97.85,86,2023-02-25
819,97.58,52,2023-02-17
820,100.35,13,2023-01-17
821,100.67,70,2023-03-11
822,103.33,17,2023-03-22
823,98.02,80,2023-02-27
824,102.8,10,2023-02-23
825,95.45,39,2023-03-09
826,99.46,28,2023-03-26
827,100.65,2,2023-01-19
828,96.38,86,2023-02-23
829,96.45,97,2023-01-07
830,96.74,85,2023-02-13
831,103.85,89,2023-03-18
832,96.93,30,2023-01-23
833,96.22,96,2023-01-17
834,100.83,82,2023-01-01
835,99.18,97,2023-01-13
836,99.17,31,2023-03-22
837,102.73,19,2023-03-18
838,101.84,64,2023-01-04
839,95.29,14,2023-02-19
840,99.85,75,2023-02-24
841,104.28,74,2023-03-05
842,100.13,63,2023-03-14
843,99.18,35,2023-01-06
844,97.76,20,2023-03-27
845,104.62,72,2023-01-21
846,98.06,46,2023-03-12
847,97.57,28,2023-03-14
848,100.83,15,2023-02-13
849,103.97,97,2023-01-10
850,104.77,82,2023-01-20
851,96.23,32,2023-02-21
852,103.63,52,2023-03-04
853,96.94,27,2023-02-10
854,103.4,42,2023-02-25
855,97.41,79,2023-04-01
856,101.77,24,2023-01-08
857,100.42,79,2023-04-01
858,98.61,27,2023-02-11
859,99.94,12,2023-03-18
860,102.12,18,2023-02-12
861,96.29,52,2023-01-03
862,98.83,38,2023-02-17
863,99.4,71,2023-01-22
864,104.39,31,2023-03-22
865,95.97,24,2023-01-13
866,104.05,9,2023-02-25
867,96.65,80,2023-03-02
868,101.24,36,2023-03-01
869,99.05,79,2023-03-30
870,101.18,64,2023-03-09
871,103.35,52,2023-03-29
872,96.2,67,2023-02-08
873,96.34,32,2023-03-27
874,101.13,54,2023-03-29
875,97.74,89,2023-03-30
876,97.28,8,2023-03-26
877,97.5,35,2023-01-07
878,102.09,79,2023-03-11
879,101.49,25,2023-03-05
880,96.64,49,2023-02-14
881,104.72,99,2023-01-21
882,102.73,43,2023-02-20
883,99.46,70,2023-01-22
884,101.99,58,2023-03-29
885,104.2,33,2023-01-09
886,100.64,25,2023-03-30
887,97.3,34,2023-02-24
888,103.89,70,2023-01-18
889,96.38,50,2023-02-26
890,102.96,50,2023-03-07
891,95.25,96,2023-01-11
892,96.77,58,2023-01-13
893,101.21,37,2023-01-27
894,100.4,90,2023-03-05
895,100.56,51,2023-03-17
896,104.58,4,2023-03-02
897,101.13,92,2023-01-14
898,104.87,80,2023-03-02
899,103.87,37,2023-03-01
900,95.05,47,2023-01-30
901,98.15,23,2023-03-14
902,103.42,66,2023-03-10
903,97.7,36,2023-03-13
904,101.09,57,2023-01-14
905,104.19,81,2023-01-12
906,100.92,16,2023-02-27
907,103.82,38,2023-01-15
908,98.6,56,2023-02-03
909,99.96,80,2023-02-02
910,98.57,42,2023-02-17
911,104.34,28,2023-02-12
912,98.92,24,2023-03-26
913,104.11,98,2023-02-06
914,95.53,94,2023-01-25
915,104.75,60,2023-01-03
916,97.51,20,2023-01-30
917,102.48,38,2023-01-09
918,96.5,81,2023-01-04
919,98.73,50,2023-03-07
920,98.55,50,2023-02-02
921,100.27,19,2023-01-02
922,102.79,59,2023-01-16
923,102.93,11,2023-02-04
924,100.1,86,2023-01-20
925,102.75,44,2023-03-27
926,97.06,87,2023-03-14
927,102.66,55,2023-01-23
928,96.24,55,2023-01-03
929,101.87,97,2023-03-02
930,98.27,59,2023-03-19
