Trade_ID,Price,Quantity,Trade_Date
522,102.33,4,2023-01-25
523,97.04,3,2023-03-28
524,99.9,93,2023-01-21
525,103.28,2,2023-03-27
526,96.12,75,2023-02-18
527,97.47,18,2023-02-14
528,96.74,66,2023-02-15
529,102.4,49,2023-03-11
530,99.14,4,2023-01-14
531,103.02,96,2023-04-01
532,103.74,47,2023-02-21
533,95.83,3,2023-01-19
534,98.16,19,2023-01-07
535,97.46,88,2023-01-08
536,97.26,61,2023-03-13
537,98.67,97,2023-01-11
538,98.68,60,2023-02-04
539,94.65,47,2023-03-30
540,100.92,67,2023-01-29
541,98.84,50,2023-03-31
542,96.37,48,2023-03-04
543,99.54,37,2023-03-21
544,96.95,92,2023-01-28
545,100.07,98,2023-01-13
546,94.24,39,2023-03-07
547,96.83,64,2023-02-16
548,103.4,97,2023-02-16
549,103.26,36,2023-03-26
550,95.71,44,2023-03-27
551,101.95,51,2023-03-13
552,98.45,49,2023-01-25
553,101.96,2,2023-01-26
554,103.02,98,2023-02-16
555,101.81,88,2023-03-24
556,95.15,51,2023-02-06
557,103.88,97,2023-03-07
558,104.21,26,2023-03-08
559,95.86,7,2023-01-31
560,97.67,53,2023-01-26
561,101.46,19,2023-01-09
562,97.85,79,2023-01-05
563,100.31,87,2023-03-10
564,97.61,62,2023-03-23
565,103.46,22,2023-01-02
566,99.92,84,2023-02-27
567,100.38,11,2023-02-13
568,101.95,98,2023-01-13
569,101.05,21,2023-01-23
570,97.14,41,2023-03-19
571,102.27,55,2023-03-27
572,96.3,76,2023-02-11
573,103.91,91,2023-01-28
575,96.56,15,2023-02-02
577,98.19,53,2023-01-30
578,102.6,24,2023-02-22
580,95.72,13,2023-03-26
581,102.27,10,2023-02-20
582,96.06,33,2023-02-26
583,102.53,74,2023-03-07
584,103.57,33,2023-02-13
585,97.59,78,2023-02-23
587,99.92,48,2023-03-14
588,96.37,44,2023-03-18
589,102.49,56,2023-01-19
590,97.14,72,2023-03-08
591,105.65,98,2023-03-13
592,96.76,12,2023-01-07
593,101.76,57,2023-02-28
594,98.16,95,2023-02-13
595,96.65,82,2023-03-24
596,98.49,10,2023-03-03
597,98.08,52,2023-01-04
598,104.29,45,2023-01-12
599,104.08,99,2023-01-17
600,96.87,63,2023-03-21
601,97.83,67,2023-02-04
602,100.78,10,2023-02-16
603,100.16,21,2023-02-09
604,100.61,57,2023-02-28
605,95.86,48,2023-02-10
606,99.56,49,2023-01-07
607,100.87,85,2023-03-18
608,104.29,37,2023-02-01
609,98.22,70,2023-01-06
610,103.66,79,2023-02-22
611,101.28,34,2023-01-04
612,97.73,23,2023-02-10
613,98.43,40,2023-02-14
614,96.79,49,2023-01-02
615,102.9,39,2023-03-02
616,102.89,11,2023-03-04
617,100.51,3,2023-02-12
618,95.83,43,2023-01-16
619,103.14,28,2023-02-10
620,98.01,90,2023-02-04
621,96.04,75,2023-03-25
622,96.24,10,2023-03-03
623,103.53,64,2023-01-10
624,101.09,31,2023-03-20
625,99.61,82,2023-02-02
626,102.27,40,2023-01-10
627,100.64,6,2023-01-28
628,100.52,63,2023-03-13
629,98.69,75,2023-03-07
630,105.35,41,2023-01-12
631,103.3,91,2023-01-10
632,104.57,29,2023-02-28
633,97.12,99,2023-02-25
634,97.9,85,2023-03-09
635,104.27,16,2023-03-19
636,97.46,73,2023-03-01
637,100.99,68,2023-01-21
638,98.81,42,2023-03-19
639,100.3,17,2023-01-23
640,100.72,84,2023-03-15
641,98.27,52,2023-02-16
642,100.56,39,2023-02-24
643,96.28,15,2023-01-01
644,98.43,30,2023-01-11
645,101.9,1,2023-03-02
646,103.86,88,2023-02-08
647,102.36,57,2023-03-02
648,102.72,87,2023-02-10
649,103.4,21,2023-01-23
650,99.78,11,2023-02-07
651,105.05,2,2023-03-16
652,102.93,41,2023-02-12
653,94.8,43,2023-01-15
654,99.2,36,2023-02-27
655,103.76,46,2023-03-15
657,98.44,14,2023-01-07
658,102.24,8,2023-03-24
659,96.22,44,2023-02-27
660,99.59,68,2023-02-02
661,96.12,72,2023-01-14
662,98.79,23,2023-01-13
663,102.22,82,2023-02-11
664,97.38,64,2023-01-10
665,99.8,31,2023-03-06
666,99.85,24,2023-02-17
667,100.52,52,2023-01-16
668,97.24,71,2023-03-05
669,96.36,53,2023-02-23
670,104.06,1,2023-01-01
671,99.31,55,2023-02-18
672,102.04,45,2023-03-01
673,101.14,93,2023-03-28
675,100.31,17,2023-01-08
676,105.15,78,2023-03-18
677,102.81,97,2023-02-07
678,95.27,67,2023-01-06
679,103.98,53,2023-02-09
680,101.19,42,2023-02-28
681,98.41,50,2023-03-24
682,99.04,32,2023-01-13
683,101.69,59,2023-02-11
684,99.06,95,2023-03-01
685,101.79,17,2023-02-18
686,100.48,42,2023-02-27
687,97.04,49,2023-03-11
688,102.88,34,2023-01-25
689,95.85,9,2023-01-20
690,103.46,88,2023-03-09
692,100.65,85,2023-03-26
693,99.11,71,2023-02-06
694,104.0,18,2023-01-19
695,101.38,74,2023-03-29
696,101.2,70,2023-03-14
697,101.78,62,2023-03-17
698,97.4,56,2023-03-16
699,97.89,3,2023-03-11
700,105.07,94,2023-02-15
701,105.63,42,2023-02-24
702,100.25,39,2023-03-09
703,101.4,47,2023-01-07
704,100.13,80,2023-03-07
705,101.9,78,2023-03-04
706,99.78,79,2023-02-10
707,98.99,74,2023-03-22
708,102.71,58,2023-02-15
709,104.44,79,2023-02-05
710,97.67,78,2023-02-17
711,99.28,7,2023-02-04
712,103.26,64,2023-02-20
713,101.41,28,2023-02-26
714,95.09,82,2023-03-31
715,100.85,81,2023-02-27
716,103.46,65,2023-02-25
717,104.54,35,2023-03-04
718,104.25,61,2023-01-03
719,96.99,38,2023-03-19
720,104.44,62,2023-03-01
721,101.09,42,2023-01-12
722,97.41,88,2023-01-30
723,99.96,15,2023-03-07
724,101.71,53,2023-01-02
725,97.01,81,2023-03-21
726,97.3,50,2023-02-10
727,96.86,56,2023-01-16
728,100.19,20,2023-02-22
729,98.52,58,2023-03-18
730,101.96,2,2023-03-28
731,100.78,92,2023-01-18
732,96.37,14,2023-03-15
733,94.78,96,2023-02-08
734,104.9,11,2023-02-02
735,98.13,96,2023-01-18
736,105.25,91,2023-02-18
737,95.85,91,2023-03-06
738,98.41,37,2023-03-15
739,102.88,94,2023-01-09
740,94.84,24,2023-03-29
741,97.26,82,2023-02-28
742,104.31,77,2023-03-19
743,103.56,9,2023-01-22
744,100.15,8,2023-01-28
745,95.9,69,2023-03-20
746,103.71,9,2023-03-02
747,104.21,29,2023-03-28
748,100.27,69,2023-01-17
749,105.74,35,2023-02-28
750,95.82,16,2023-02-14
751,103.97,6,2023-01-07
752,103.1,70,2023-01-23
753,103.67,22,2023-02-24
754,100.35,31,2023-01-19
755,103.45,49,2023-03-21
756,103.02,96,2023-03-08
757,96.22,3,2023-02-18
758,98.47,18,2023-02-04
759,95.16,12,2023-03-21
760,98.72,12,2023-01-06
761,102.57,50,2023-03-04
762,102.36,37,2023-03-17
763,99.82,43,2023-02-14
764,95.87,35,2023-01-17
765,98.17,13,2023-03-31
766,101.41,11,2023-01-31
767,102.25,63,2023-03-22
768,99.8,28,2023-01-17
769,99.32,94,2023-02-27
770,99.25,81,2023-02-05
771,97.26,11,2023-03-22
772,101.15,83,2023-03-31
773,95.97,70,2023-02-04
774,100.69,98,2023-03-18
775,97.96,19,2023-02-03
776,96.68,42,2023-03-24
777,99.83,22,2023-03-23
778,103.66,11,2023-01-09
779,103.24,98,2023-03-26
780,102.8,50,2023-02-14
781,100.02,32,2023-03-25
782,103.56,35,2023-03-04
783,99.17,98,2023-01-01
784,95.97,13,2023-03-09
785,102.91,99,2023-04-01
786,98.45,45,2023-01-29
787,103.96,63,2023-04-01
788,96.48,77,2023-02-27
790,103.05,87,2023-02-03
791,102.14,10,2023-01-17
792,102.14,33,2023-02-27
793,98.8,5,2023-03-11
794,98.75,67,2023-04-01
795,101.93,79,2023-03-26
796,100.83,5,2023-01-23
797,105.05,65,2023-01-07
798,96.49,68,2023-03-12
799,98.94,60,2023-03-07
800,99.02,87,2023-02-05
801,95.96,80,2023-02-12
802,97.36,40,2023-02-20
803,96.22,30,2023-03-27
804,102.14,82,2023-01-15
806,97.71,41,2023-01-31
807,98.35,96,2023-03-31
808,98.11,21,2023-02-02
809,101.52,18,2023-02-21
810,95.56,20,2023-01-22
811,100.88,95,2023-03-31
812,102.85,48,2023-03-18
813,99.43,81,2023-03-05
814,95.48,45,2023-02-18
815,102.38,86,2023-01-08
816,101.35,46,2023-02-09
817,99.7,24,2023-03-25
818,97.01,86,2023-02-25
819,97.75,52,2023-02-17
820,100.49,13,2023-01-17
821,101.02,70,2023-03-11
823,97.48,80,2023-02-27
824,102.01,10,2023-02-23
825,94.5,39,2023-03-09
826,99.28,28,2023-03-26
827,99.7,2,2023-01-19
828,96.35,86,2023-02-23
829,96.7,97,2023-01-07
830,97.36,85,2023-02-13
831,104.46,89,2023-03-18
832,96.77,30,2023-01-23
833,96.37,96,2023-01-17
835,99.9,97,2023-01-13
836,99.22,31,2023-03-22
837,103.27,19,2023-03-18
838,100.91,64,2023-01-04
839,94.52,14,2023-02-19
840,99.75,75,2023-02-24
841,104.7,74,2023-03-05
842,99.84,63,2023-03-14
843,99.33,35,2023-01-06
844,98.13,20,2023-03-27
845,105.65,72,2023-01-21
846,97.75,46,2023-03-12
847,98.0,28,2023-03-14
848,100.55,15,2023-02-13
849,103.77,97,2023-01-10
850,103.8,82,2023-01-20
851,96.99,32,2023-02-21
852,104.31,52,2023-03-04
853,96.28,27,2023-02-10
854,103.69,42,2023-02-25
855,96.87,79,2023-04-01
856,101.16,24,2023-01-08
858,97.78,27,2023-02-11
859,100.16,12,2023-03-18
860,102.97,18,2023-02-12
861,96.27,52,2023-01-03
862,99.61,38,2023-02-17
863,98.73,71,2023-01-22
864,104.87,31,2023-03-22
865,96.5,24,2023-01-13
866,105.07,9,2023-02-25
868,101.73,36,2023-03-01
869,99.96,79,2023-03-30
870,101.44,64,2023-03-09
871,104.0,52,2023-03-29
872,96.47,67,2023-02-08
873,97.12,32,2023-03-27
874,101.17,54,2023-03-29
875,97.01,89,2023-03-30
876,97.31,8,2023-03-26
877,98.0,35,2023-01-07
878,102.73,79,2023-03-11
879,100.49,25,2023-03-05
880,96.97,49,2023-02-14
881,105.64,99,2023-01-21
882,102.7,43,2023-02-20
883,98.89,70,2023-01-22
885,104.41,33,2023-01-09
886,100.54,25,2023-03-30
887,97.96,34,2023-02-24
888,104.22,70,2023-01-18
889,97.17,50,2023-02-26
890,102.02,50,2023-03-07
891,95.33,96,2023-01-11
892,96.63,58,2023-01-13
893,100.4,37,2023-01-27
894,100.28,90,2023-03-05
895,100.24,51,2023-03-17
896,104.31,4,2023-03-02
897,100.91,92,2023-01-14
898,105.23,80,2023-03-02
899,103.57,37,2023-03-01
900,94.35,47,2023-01-30
901,98.26,23,2023-03-14
902,103.13,66,2023-03-10
903,96.79,36,2023-03-13
904,101.69,57,2023-01-14
905,104.26,81,2023-01-12
906,100.05,16,2023-02-27
907,104.45,38,2023-01-15
908,99.18,56,2023-02-03
909,99.44,80,2023-02-02
910,99.17,42,2023-02-17
911,103.37,28,2023-02-12
912,99.09,24,2023-03-26
913,104.31,98,2023-02-06
914,94.71,94,2023-01-25
915,105.25,60,2023-01-03
916,97.39,20,2023-01-30
917,102.82,38,2023-01-09
918,96.51,81,2023-01-04
919,99.29,50,2023-03-07
920,98.18,50,2023-02-02
921,100.14,19,2023-01-02
922,103.54,59,2023-01-16
923,102.92,11,2023-02-04
924,100.15,86,2023-01-20
925,103.19,44,2023-03-27
926,96.62,87,2023-03-14
927,102.04,55,2023-01-23
928,95.82,55,2023-01-03
930,98.69,59,2023-03-19
931,101.22,17,2023-01-25
932,103.19,47,2023-01-22
933,100.65,94,2023-01-09
934,103.86,18,2023-03-09
935,101.29,5,2023-01-13
936,98.86,30,2023-01-09
937,99.49,33,2023-02-05
938,94.63,23,2023-01-05
939,101.15,5,2023-02-19
940,103.06,75,2023-02-16
941,103.18,18,2023-01-14
942,101.59,73,2023-03-27
943,99.85,66,2023-01-06
944,100.09,80,2023-02-18
945,102.19,35,2023-01-09
946,97.15,15,2023-03-09
947,99.6,46,2023-02-08
948,95.5,2,2023-03-27
949,97.59,35,2023-01-15
950,104.93,10,2023-01-25
951,105.51,94,2023-02-20
952,102.34,9,2023-01-15
953,97.07,90,2023-03-15
954,98.61,93,2023-01-10
955,97.11,39,2023-02-18
956,103.09,62,2023-02-13
